sold_date,address,location,boarea,biarea,rooms,plot,price
6 augusti 2021,Plogvägen 168,"Ullstorp, Kungälvs kommun",122.0,87.0,5.0,299.0,5800000.0
6 augusti 2021,Sjöhåla 380,"Holmängen, Kungälvs kommun",71.0,12.0,None,1527.0,2175000.0
4 augusti 2021,Munkholmsgatan 8,"Kungälv - Centralt, Kungälvs kommun",120.0,60.0,7.0,639.0,6100000.0
2 augusti 2021,Hallsbrovägen 14,"Kärna, Kungälvs kommun",145.0,61.0,5.0,2108.0,4500000.0
29 juli 2021,Väktaregatan 9,"Centralt, Kungälvs kommun",166.0,83.0,9.0,538.0,6900000.0
23 juli 2021,Rådmansgatan 11,"Kungälv Centralt, Kungälvs kommun",167.0,122.0,6.0,547.0,6800000.0
21 juli 2021,Flateby 470,"Harestad, Kungälvs kommun",61.0,7.0,3.0,1409.0,2800000.0
20 juli 2021,Rondan 20,"Ödsmålsmosse, Kungälvs kommun",82.0,75.0,4.0,1326.0,3900000.0
15 juli 2021,Olserödsgatan 10,"Olseröd, Kungälvs kommun",118.0,75.0,5.0,285.0,4700000.0
13 juli 2021,Nereby 370,"Hisingen, Kungälvs kommun",65.0,75.0,3.0,1840.0,3550000.0
13 juli 2021,Bergåsvägen 26,"Ytterby, Kungälvs kommun",184.0,55.0,4.0,891.0,6450000.0
12 juli 2021,Gömmet 130,"Romelanda, Kungälvs kommun",160.0,55.0,7.0,3055.0,4900000.0
12 juli 2021,Alvägen 5,"Bohuslän, Kungälvs kommun",127.0,55.0,5.0,744.0,4550000.0
10 juli 2021,Olserödsgatan 118,"Olseröd, Kungälvs kommun",127.0,24.0,6.0,910.0,6200000.0
9 juli 2021,Gömmet 110,"Romelanda, Kungälvs kommun",153.0,24.0,3.0,30000.0,5600000.0
8 juli 2021,Olsåker 110,"Kareby, Kungälvs kommun",139.0,60.0,6.0,16226.0,5900000.0
8 juli 2021,Källeröd 192,"Kareby, Kungälvs kommun",141.0,60.0,6.0,1335.0,5295000.0
6 juli 2021,Olvonvägen 17,"Diseröd, Kungälvs kommun",162.0,17.0,7.0,683.0,5300000.0
5 juli 2021,Bäckvägen 8,"Lökeberg, Kungälvs kommun",85.0,43.0,4.0,1016.0,2750000.0
3 juli 2021,Rävsal 170,"Olseröd, Kungälvs kommun",124.0,50.0,5.0,2514.0,3525000.0
29 juni 2021,Ön 150,"Kareby, Kungälvs kommun",127.0,50.0,5.0,2077.0,5750000.0
28 juni 2021,Klintegatan 8,"Kungälv - Centralt, Kungälvs kommun",130.0,80.0,7.0,778.0,7100000.0
24 juni 2021,Marias väg 17,"Aröd, Kungälvs kommun",99.0,34.0,4.0,1318.0,4700000.0
24 juni 2021,Skårby station 130,"Kareby, Kungälvs kommun",89.0,96.0,4.0,1686.0,2600000.0
22 juni 2021,Lilla Ryr 170,"Lycke, Kungälvs kommun",40.0,9.0,2.0,1345.0,2900000.0
22 juni 2021,Prästvägen 450,"Kareby, Kungälvs kommun",116.0,50.0,4.0,2572.0,4600000.0
21 juni 2021,Olserödsgatan 90,"Klöverbacken - Olseröd, Kungälvs kommun",108.0,50.0,4.0,223.0,3600000.0
21 juni 2021,Ekliden 8,"Centralt, Kungälvs kommun",67.0,66.0,3.0,1041.0,5000000.0
19 juni 2021,Vedhall 120,"Kärna, Kungälvs kommun",88.0,49.0,4.0,2105.0,6500000.0
18 juni 2021,Toreby 200,"Bohuslän, Kungälvs kommun",103.0,130.0,4.0,2391.0,4100000.0
18 juni 2021,Holm 285,"Kärna, Kungälvs kommun",6.0,130.0,None,1091.0,4300000.0
17 juni 2021,Häljeröd 300,"Kungälv - Romelanda, Kungälvs kommun",223.0,25.0,7.0,3547.0,6900000.0
15 juni 2021,Konvaljgatan 10,"Ytterby, Kungälvs kommun",115.0,25.0,4.0,634.0,5050000.0
15 juni 2021,Skutviksvägen 3,"Marstrand - Instön, Kungälvs kommun",42.0,3.0,3.0,1223.0,4750000.0
14 juni 2021,Harkvägen 349,"Kungälv - Ullstorp, Kungälvs kommun",126.0,3.0,4.0,None,4900000.0
11 juni 2021,Dotorp 540,"Kärna, Kungälvs kommun",120.0,3.0,5.0,1214.0,3900000.0
11 juni 2021,Otterlyckan 49,"Instön, Kungälvs kommun",63.0,3.0,4.0,769.0,4900000.0
11 juni 2021,Duvesjön 475,"Diseröd, Kungälvs kommun",36.0,3.0,3.0,1577.0,1825000.0
10 juni 2021,Helgonagatan 157,"Munkegärde, Kungälvs kommun",109.0,109.0,7.0,903.0,5025000.0
9 juni 2021,Dannemarksgatan 14,"Ytterby-Tega, Kungälvs kommun",210.0,86.0,8.0,1203.0,6250000.0
26 maj 2017,Dalvägen 17,"Ödsmåls mosse/Rörtången, Kungälvs kommun",45.0,40.0,5.0,1036.0,2395000.0
25 maj 2017,Skrivarevägen 46,"Ytterby, Kungälvs kommun",104.0,40.0,4.0,176.0,3400000.0
25 maj 2017,Fredkullagatan 21,"Centrum, Kungälvs kommun",130.0,130.0,7.0,978.0,5710000.0
25 maj 2017,Årsnäs 460,"Kode, Kungälvs kommun",40.0,130.0,3.0,2393.0,2450000.0
19 maj 2017,Husfrejagatan 6,"Iskällan, Kungälvs kommun",152.0,52.0,6.0,938.0,5400000.0
17 maj 2017,Matskärsvägen 70,"Tjuvkil, Kungälvs kommun",86.0,52.0,4.0,1138.0,3470000.0
16 maj 2017,Västerhöjdsvägen 24,"Kärna, Kungälvs kommun",150.0,15.0,6.0,728.0,5300000.0
15 maj 2017,Plogvägen 209,"Ullstorp, Kungälvs kommun",122.0,15.0,5.0,290.0,4800000.0
14 maj 2017,Byvägen 63,"Ödsmålsmosse vid Rörtången, Kungälvs kommun",104.0,15.0,5.0,1750.0,3300000.0
12 maj 2017,Myrstigen 4,"Tjuvkil/Lökeberg, Kungälvs kommun",56.0,15.0,2.0,1511.0,3240000.0
12 maj 2017,Västra Trädal 205, Villa Kobbskär,"Kärna Kållstorp, Kungälvs kommun",127.0,15.0,5.0,1236.0,4635000.0
10 maj 2017,Stora Risby 360,"Bohuslän, Kungälvs kommun",43.0,15.0,3.0,1264.0,1750000.0
10 maj 2017,Fregattgatan 2,"Kungälv, Kungälvs kommun",217.0,26.0,7.0,781.0,4650000.0
8 maj 2017,Jakobsvägen 21-23,"Aröd, Kungälvs kommun",95.0,65.0,5.0,2963.0,4550000.0
5 maj 2017,Östergårdsgatan 63,"Ytterby, Kungälvs kommun",150.0,65.0,6.0,1556.0,5700000.0
5 maj 2017,Stora Lycke 330,"Kungälv - Lycke, Kungälvs kommun",220.0,65.0,7.0,3147.0,7000000.0
4 maj 2017,Tolleröd 115,"Kode, Kungälvs kommun",120.0,100.0,7.0,2130.0,4295000.0
2 maj 2017,Situlagatan 3,"YTTERBY, Kungälvs kommun",154.0,16.0,6.0,795.0,5600000.0
1 maj 2017,Kvarndalsvägen 40,"Lökeberg, Kungälvs kommun",56.0,36.0,3.0,1089.0,2650000.0
29 april 2017,Skäggstorp 180,"Kode, Kungälvs kommun",58.0,36.0,2.0,1353.0,2360000.0
27 april 2017,Knapegården 170,"Kode, Kungälvs kommun",62.0,36.0,3.0,1256.0,1840000.0
27 april 2017,Briljantvägen 21,"Kode, Kungälvs kommun",150.0,36.0,6.0,498.0,4350000.0
26 april 2017,Bergkristallvägen 21,"Kode, Kungälvs kommun",127.0,10.0,6.0,531.0,4250000.0
26 april 2017,Mantalsgatan 29,"Ytterby, Kungälvs kommun",193.0,10.0,6.0,882.0,5360000.0
25 april 2017,Vallhjonsgatan 14,"Marstrand - Koön, Kungälvs kommun",172.0,10.0,6.0,630.0,8200000.0
25 april 2017,Bergkristallvägen 3,"Kode, Kungälvs kommun",125.0,9.0,4.0,527.0,4500000.0
16 april 2017,Tryggvasons gata 1,"Iskällan, Kungälvs kommun",135.0,40.0,7.0,785.0,6500000.0
16 april 2017,Snäckvägen 19,"Ödsmåls mosse/Rörtången, Kungälvs kommun",90.0,17.0,4.0,1184.0,3600000.0
10 april 2017,Sjöhåla 440,"Sjöhåla Torsby, Kungälvs kommun",142.0,17.0,4.0,1243.0,4250000.0
7 april 2017,Fontinvägen 42,"Centrum, Kungälvs kommun",118.0,7.0,4.0,440.0,4600000.0
7 april 2017,Solberga 510,"Solberga-Kode, Kungälvs kommun",98.0,58.0,5.0,1517.0,2990000.0
30 mars 2017,Helgonagatan 175,"Munkegärde, Kungälvs kommun",187.0,58.0,7.0,721.0,5150000.0
30 mars 2017,Gategården 257,"Bohuslän, Kungälvs kommun",126.0,58.0,5.0,776.0,4700000.0
24 mars 2017,Skårby Station 395,"Kungälv - Kareby, Kungälvs kommun",173.0,58.0,7.0,1922.0,5095000.0
24 mars 2017,Västra Trädal 215, Villa Solbacka,"Kärna Kållstorp, Kungälvs kommun",156.0,58.0,8.0,1234.0,4600000.0
17 mars 2017,Västerhöjdsvägen 36,"Kärna, Kungälvs kommun",107.0,58.0,5.0,258.0,4050000.0
16 mars 2017,Stenåldersgatan 12,"Ytterby Stället, Kungälvs kommun",104.0,7.0,4.0,357.0,4000000.0
16 mars 2017,Lievägen 224,"Ullstorp, Kungälvs kommun",122.0,7.0,5.0,304.0,4700000.0
15 mars 2017,Hövdingagatan 4,"Centrum, Kungälvs kommun",115.0,137.0,7.0,906.0,5325000.0
11 mars 2017,Havregången 9,"Kungälv, Kungälvs kommun",137.0,137.0,6.0,402.0,3700000.0
8 mars 2017,Hermansby 224,"Kärna, Kungälvs kommun",178.0,137.0,6.0,1494.0,5750000.0
7 mars 2017,Glose 380,"Kärna, Kungälvs kommun",138.0,137.0,5.0,1119.0,2900000.0
4 mars 2017,Dotorp 540,"Kärna, Kungälvs kommun",85.0,137.0,5.0,1214.0,3700000.0
3 mars 2017,Komministergatan 10,"Kungälv - Centrum, Kungälvs kommun",145.0,125.0,9.0,659.0,6550000.0
2 mars 2017,Vävra 800,"Hålta, Kungälvs kommun",148.0,18.0,9.0,6109.0,4460000.0
2 mars 2017,Arntorp 220,"Kareby, Kungälvs kommun",138.0,24.0,6.0,2125.0,4200000.0
24 februari 2017,Rishammar 110,"Kareby, Kungälvs kommun",140.0,19.0,6.0,1205.0,3550000.0
24 februari 2017,Timmervik 150,"Romelanda - Dösebacka, Kungälvs kommun",190.0,19.0,6.0,1345.0,3510000.0
22 februari 2017,Kållstorp 125,"Kode, Kungälvs kommun",70.0,19.0,4.0,12437.0,3250000.0
22 februari 2017,Munkegärdegatan 31,"Munkegärde, Kungälvs kommun",118.0,19.0,4.0,239.0,3870000.0
22 juni 2022,Halltorpsvägen 11,"Kode, Kungälvs kommun",107.0,13.0,4.0,1119.0,4800000.0
21 juni 2022,Duvesjön 351,"Romelanda, Kungälvs kommun",50.0,35.0,2.0,2418.0,1750000.0
21 juni 2022,Kärnavägen 50,"Bohuslän, Kungälvs kommun",128.0,35.0,None,525.0,3200000.0
21 juni 2022,Idrottsgatan 14,"Marstrand, Kungälvs kommun",114.0,60.0,None,592.0,7800000.0
20 juni 2022,Äslingsvägen 10,"Tjuvkil, Kungälvs kommun",75.0,43.0,4.0,1355.0,4150000.0
19 juni 2022,Solberg 450,"Bohuslän, Kungälvs kommun",158.0,43.0,6.0,5435.0,5250000.0
17 juni 2022,Almvägen 9,"Romelanda, Kungälvs kommun",129.0,10.0,6.0,803.0,5260000.0
17 juni 2022,Flateby 525,"Bohuslän, Kungälvs kommun",154.0,10.0,6.0,2814.0,6275000.0
16 juni 2022,Korpedalsvägen 9,"Aröd, Kungälvs kommun",47.0,10.0,4.0,1317.0,3350000.0
15 juni 2022,Östergårdsgatan 23,"Ytterby, Kungälvs kommun",180.0,48.0,6.0,840.0,5600000.0
15 juni 2022,Åsleröd 130,"Bohuslän, Kungälvs kommun",120.0,35.0,4.0,1566.0,4700000.0
13 juni 2022,Rävo 131,"Bohuslän, Kungälvs kommun",140.0,35.0,5.0,3380.0,7450000.0
11 juni 2022,Situlagatan 4,"Ytterby - Stället, Kungälvs kommun",138.0,27.0,5.0,636.0,6620000.0
9 juni 2022,Duvesjön 373,"Duvesjön, Kungälvs kommun",149.0,9.0,5.0,1604.0,4900000.0
9 juni 2022,Odlingsgatan 78,"Ytterby, Kungälvs kommun",130.0,9.0,5.0,295.0,5600000.0
8 juni 2022,Östra gatan 29,"Kungälv, Kungälvs kommun",192.0,128.0,8.0,384.0,8300000.0
6 juni 2022,Duvesjön 369,"Kungälv -Duvesjön, Kungälvs kommun",4.0,128.0,None,1198.0,5050000.0
4 juni 2022,Tjuvkils huvud 918,"Tjuvkil, Kungälvs kommun",60.0,128.0,4.0,1376.0,5150000.0
3 juni 2022,Bergåsvägen 10B,"Ytterby, Kungälvs kommun",115.0,78.0,6.0,834.0,5700000.0
31 maj 2022,Lagvägen 29,"Ytterby, Kungälvs kommun",101.0,78.0,4.0,713.0,4700000.0
31 maj 2022,Lerskärsvägen 49,"Tjuvkil, Kungälvs kommun",189.0,78.0,6.0,1133.0,7100000.0
29 maj 2022,Sagagatan 6,"Centralt vid älven, Kungälvs kommun",280.0,45.0,6.0,768.0,8500000.0
27 maj 2022,Glose 120,"Glose, Kungälvs kommun",64.0,64.0,4.0,1418.0,3500000.0
26 maj 2022,Toreby 240,"Kärna, Kungälvs kommun",89.0,89.0,4.0,1245.0,3895000.0
26 maj 2022,Tronnum 370,"Kärna, Kungälvs kommun",165.0,36.0,5.0,2407.0,6360000.0
23 maj 2022,Ängsgatan 9,"Centrum, Kungälvs kommun",165.0,16.0,6.0,575.0,5700000.0
22 maj 2022,Storskiftegatan 35,"Övre Tega, Kungälvs kommun",84.0,11.0,3.0,255.0,4000000.0
20 maj 2022,Lerskärsvägen 36,"Tjuvkil, Kungälvs kommun",75.0,11.0,None,1156.0,3800000.0
17 maj 2022,Rörstigen 8,"Centralt vid älven, Kungälvs kommun",129.0,2.0,5.0,407.0,6200000.0
16 maj 2022,Bäckvägen 2,"Kungälv - Lökeberg, Kungälvs kommun",95.0,48.0,3.0,1050.0,6300000.0
16 maj 2022,Hagtornsvägen 1,"Diseröd, Kungälvs kommun",120.0,107.0,7.0,788.0,4650000.0
16 maj 2022,Ulvesund 403,"Ytterby, Kungälvs kommun",42.0,107.0,None,287.0,2400000.0
16 maj 2022,Glose 360,"Bohuslän, Kungälvs kommun",75.0,107.0,4.0,2280.0,3250000.0
15 maj 2022,Skålgropsgatan 16,"Ytterby, Kungälvs kommun",120.0,107.0,5.0,249.0,4800000.0
14 maj 2022,Fredrik Bagges gata 9,"Koön, Marstrand, Kungälvs kommun",135.0,107.0,6.0,979.0,9500000.0
13 maj 2022,Åsebyberg 870,"Åsebyberg, Kungälvs kommun",117.0,72.0,4.0,2667.0,4900000.0
12 maj 2022,Aspvägen 8,"Ytterby, Kungälvs kommun",130.0,90.0,5.0,602.0,6210000.0
11 maj 2022,Hällristningsgatan 12,"Ytterby, Kungälvs kommun",107.0,90.0,None,560.0,5275000.0
9 maj 2022,Klockarvägen 4,"Romelanda, Kungälvs kommun",154.0,90.0,6.0,561.0,5000000.0
8 maj 2022,Sjöhåla strandväg 36,"Kovikshamn, Kungälvs kommun",179.0,90.0,6.0,1720.0,6900000.0
6 maj 2022,Duvesjön 304,"Kungälv, Kungälvs kommun",124.0,90.0,4.0,1180.0,5600000.0
3 maj 2022,Holm 280,"Kärna, Kungälvs kommun",65.0,90.0,3.0,1893.0,3300000.0
29 april 2022,Bräcke 220,"Kärna, Kungälvs kommun",120.0,90.0,6.0,1565.0,5250000.0
28 april 2022,Sundhammarsvägen 790,"Kovikshamn/Sundhammar, Kungälvs kommun",78.0,90.0,3.0,1156.0,3625000.0
27 april 2022,Vävra 433,"Hålta, Kungälvs kommun",198.0,90.0,6.0,1729.0,6275000.0
27 april 2022,Grepvägen 393,"Ullstorp, Kungälvs kommun",148.0,90.0,5.0,477.0,7000000.0
27 april 2022,Torsbyvägen 50,"Ytterby, Kungälvs kommun",101.0,49.0,4.0,4904.0,5550000.0
26 april 2022,Dösebacka 150,"Romelanda, Kungälvs kommun",95.0,49.0,2.0,1600.0,4950000.0
25 april 2022,Åsebyberg 855,"Åsebyberg, Kungälvs kommun",129.0,18.0,5.0,4105.0,5000000.0
25 april 2022,Lingonvägen 16,"Centralt, Kungälvs kommun",134.0,18.0,5.0,381.0,5800000.0
11 november 2020,Slottsgatan 11,"Marstrand - Koön, Kungälvs kommun",142.0,18.0,5.0,448.0,14000000.0
10 november 2020,Duvesjön 359,"Diseröd, Kungälvs kommun",117.0,40.0,4.0,1091.0,4170000.0
9 november 2020,Dalvägen 17,"Ödsmålsmosse, Kungälvs kommun",45.0,40.0,4.0,1036.0,2800000.0
4 november 2020,Bergkristallvägen 25,"Kode, Kungälvs kommun",127.0,40.0,5.0,531.0,4700000.0
4 november 2020,Guddeby 172,"Ytterby, Kungälvs kommun",143.0,40.0,6.0,1090.0,5275000.0
29 oktober 2020,Kornhall 210,"Kornhall, Kungälvs kommun",110.0,22.0,5.0,570.0,4060000.0
26 oktober 2020,Olserödsgatan 32,"Olseröd, Kungälvs kommun",118.0,22.0,6.0,274.0,3905000.0
26 oktober 2020,Nolhagsvägen 22,"Aröd, Kungälvs kommun",102.0,71.0,5.0,3489.0,5000000.0
23 oktober 2020,Solberga 510,"Solberga, Kungälvs kommun",98.0,58.0,4.0,1517.0,4195000.0
23 oktober 2020,Grindbacken 17,"Grinden, Kungälvs kommun",191.0,20.0,6.0,958.0,8600000.0
22 oktober 2020,Skårby station 453,"Kareby, Kungälvs kommun",129.0,20.0,5.0,950.0,3995000.0
19 oktober 2020,Nämndemansvägen 25,"Ytterby, Kungälvs kommun",136.0,25.0,4.0,560.0,4850000.0
16 oktober 2020,Harkeröd 380,"Hålta, Kungälvs kommun",121.0,25.0,4.0,1375.0,2995000.0
15 oktober 2020,Briljantvägen 23,"Kode, Kungälvs kommun",149.0,25.0,6.0,445.0,4150000.0
13 oktober 2020,Överås 110,"Ytterby, Kungälvs kommun",168.0,57.0,6.0,26600.0,6545000.0
13 oktober 2020,Glose 660,"Kärna, Kungälvs kommun",81.0,57.0,3.0,1703.0,2900000.0
10 oktober 2020,Klockarvägen 4,"Diseröd, Kungälvs kommun",154.0,57.0,6.0,561.0,3800000.0
9 oktober 2020,Hagtornsvägen 7,"Diseröd, Kungälvs kommun",112.0,112.0,6.0,825.0,4500000.0
8 oktober 2020,Stenåldersgatan 52,"Stället, Kungälvs kommun",117.0,112.0,4.0,345.0,4800000.0
7 oktober 2020,Diamantvägen 36,"Kungälv - Kode, Kungälvs kommun",123.0,112.0,5.0,510.0,3775000.0
7 oktober 2020,Hammar 350,"Kornhall, Kungälvs kommun",148.0,112.0,6.0,1143.0,4500000.0
1 oktober 2020,Munkegärdegatan 21,"Munkegärde, Kungälvs kommun",118.0,112.0,4.0,179.0,4300000.0
30 september 2020,Häljeröd 130,"Bohuslän, Kungälvs kommun",128.0,112.0,4.0,1267.0,3930000.0
29 september 2020,Solbräcke 212,"Solbräcke, Kungälvs kommun",144.0,112.0,6.0,976.0,4995000.0
28 september 2020,Korpvägen 265,"Ullstorp, Kungälvs kommun",133.0,18.0,6.0,401.0,5950000.0
28 september 2020,Vallhjonsgatan 8,"Marstrand - Koön, Kungälvs kommun",162.0,18.0,6.0,748.0,8500000.0
26 september 2020,Hallbjörtorp 370,"Kärna, Kungälvs kommun",30.0,30.0,2.0,1535.0,2900000.0
26 september 2020,Rådmansgatan 4,"Kungälv - Centrum, Kungälvs kommun",221.0,10.0,6.0,678.0,6400000.0
25 september 2020,Knaverstad-Ryr 590,"Aröd, Kungälvs kommun",80.0,10.0,3.0,1007.0,3100000.0
24 september 2020,Häljeröd 390,"Diseröd, Kungälvs kommun",115.0,37.0,5.0,3700.0,4500000.0
24 september 2020,Grenvägen 9,"Tjuvkil, Kungälvs kommun",56.0,2.0,3.0,1215.0,2530000.0
24 september 2020,Solskiftegatan 29,"Ytterby, Kungälvs kommun",192.0,56.0,7.0,932.0,5700000.0
23 september 2020,Hermelingatan 11,"Kungälv - Olseröd, Kungälvs kommun",126.0,25.0,5.0,548.0,5600000.0
22 september 2020,Ställets bygata 160,"Ytterby - Stället, Kungälvs kommun",165.0,25.0,7.0,823.0,5900000.0
21 september 2020,Västerhöjdsvägen 30,"Kärna, Kungälvs kommun",104.0,25.0,5.0,250.0,3760000.0
21 september 2020,Havregången 11,"Centrum, Kungälvs kommun",150.0,42.0,4.0,588.0,4400000.0
20 september 2020,Nereby 340,"Harestad, Kungälvs kommun",129.0,42.0,5.0,1344.0,2700000.0
18 september 2020,Länsmansvägen 5,"Ytterby, Kungälvs kommun",108.0,136.0,5.0,573.0,4600000.0
17 september 2020,Duvesjön 302,"Duvesjön, Kungälvs kommun",120.0,74.0,4.0,1506.0,5615000.0
16 september 2020,Skårby station 455,"Bohuslän, Kungälvs kommun",None,74.0,None,800.0,3995000.0
16 september 2020,Klövergången 6,"Centralt, Kungälvs kommun",120.0,74.0,5.0,402.0,3440000.0
15 september 2020,Västerhöjdsvägen 40,"Kärna, Kungälvs kommun",107.0,8.0,4.0,274.0,4100000.0
13 september 2020,Dösebacka 450,"Diseröd, Kungälvs kommun",104.0,40.0,5.0,4320.0,3520000.0
11 september 2020,Duvesjön 362,"Diseröd, Kungälvs kommun",120.0,40.0,4.0,1024.0,4220000.0
11 september 2020,Fjärdingsgatan 9,"Ytterby, Kungälvs kommun",120.0,68.0,5.0,1680.0,4650000.0
10 september 2020,Havregången 9,"Kungälv, Kungälvs kommun",181.0,68.0,7.0,402.0,4415000.0
10 september 2020,Stinneröd 160,"Romelanda, Kungälvs kommun",96.0,68.0,5.0,1815.0,3525000.0
9 september 2020,Löstorp 180,"Kareby, Kungälvs kommun",48.0,20.0,None,84425.0,5500000.0
9 september 2020,Trankärr 210,"Centralt, Kungälvs kommun",209.0,47.0,8.0,2855.0,6700000.0
9 september 2020,Trankärr 230,"Centralt, Kungälvs kommun",152.0,34.0,6.0,2056.0,4795000.0
10 februari 2021,Guddeby 174,"Ytterby / Guddeby, Kungälvs kommun",143.0,34.0,6.0,1257.0,5475000.0
9 februari 2021,Gamla Trollhättevägen 6,"Centralt, Kungälvs kommun",210.0,170.0,8.0,1368.0,7600000.0
8 februari 2021,Lybeck 151,"Diseröd, Kungälvs kommun",117.0,40.0,4.0,1572.0,5120000.0
5 februari 2021,Furuvägen 8,"Diseröd, Kungälvs kommun",102.0,102.0,4.0,715.0,3100000.0
4 februari 2021,Barlinds Väg 4B,"Instön, Kungälvs kommun",80.0,25.0,4.0,None,7900000.0
3 februari 2021,Settungsvägen 48,"Ullstorp, Kungälvs kommun",123.0,22.0,4.0,543.0,5935000.0
3 februari 2021,Toftebergsvägen 2,"Tjuvkil, Kungälvs kommun",85.0,6.0,3.5,1085.0,3895000.0
31 januari 2021,Skårshöjd 6,"Kärna, Kungälvs kommun",107.0,6.0,3.0,909.0,4575000.0
29 januari 2021,Lyckevägen 5C,"Kärna, Kungälvs kommun",95.0,61.0,3.0,1060.0,4500000.0
28 januari 2021,Odlingsgatan 88,"Ytterby, Kungälvs kommun",130.0,61.0,5.0,464.0,5275000.0
28 januari 2021,Rishammarvägen 2,"Kareby, Kungälvs kommun",155.0,62.0,8.0,2086.0,6770000.0
28 januari 2021,Lerlycke 210,"Kärna, Kungälvs kommun",148.0,62.0,5.0,925.0,4030000.0
27 januari 2021,Näckrosvägen 7A,"Kärna, Kungälvs kommun",140.0,62.0,5.0,1321.0,6650000.0
27 januari 2021,Lilla Fjellsholmen 11,"Lilla Fjellsholmen, Kungälvs kommun",103.0,62.0,5.0,414.0,8700000.0
26 januari 2021,Åsebyberg 655,"Åsebyberg, Kungälvs kommun",35.0,62.0,2.0,2854.0,2700000.0
24 januari 2021,Håkons gata 2,"Centrum, Kungälvs kommun",124.0,124.0,6.0,1006.0,5350000.0
23 januari 2021,Beryllvägen 11,"Kode, Kungälvs kommun",123.0,124.0,5.0,350.0,3650000.0
22 januari 2021,Glöskär 390,"Kärna, Kungälvs kommun",170.0,124.0,5.0,2171.0,5100000.0
21 januari 2021,Täljstensgatan 4,"Ytterby, Kungälvs kommun",70.0,12.0,3.0,478.0,3600000.0
19 januari 2021,Glose 650,"Bohuslän, Kungälvs kommun",75.0,12.0,None,3702.0,2950000.0
18 januari 2021,Bärtas väg 10,"Ödsmålsmosse, Kungälvs kommun",30.0,12.0,2.0,1525.0,1600000.0
13 januari 2021,Kantorvägen 3,"Bohuslän, Kungälvs kommun",165.0,14.0,5.0,761.0,4625000.0
12 januari 2021,Holm 160,"Kärna, Kungälvs kommun",143.0,108.0,5.0,3125.0,4525000.0
11 januari 2021,Högsberg 355,"Kode, Kungälvs kommun",98.0,108.0,4.0,1797.0,3825000.0
7 januari 2021,Skårby station 215,"Kareby, Kungälvs kommun",95.0,88.0,5.0,1498.0,3700000.0
23 december 2020,Signehög 240,"Signehög, Kungälvs kommun",121.0,77.0,3.0,None,2500000.0
21 december 2020,Munkegärdegatan 253,"Kungälv Munkegärde, Kungälvs kommun",134.0,110.0,8.0,899.0,6060000.0
18 december 2020,Klintegatan 21,"Kungälv, Kungälvs kommun",90.0,110.0,3.0,672.0,3800000.0
16 december 2020,Prästvägen 788,"Bohuslän, Kungälvs kommun",175.0,110.0,8.0,1456.0,6150000.0
12 december 2020,Almvägen 19,"Bohuslän, Kungälvs kommun",162.0,110.0,4.0,801.0,5325000.0
9 december 2020,Oxelvägen 80,"Diseröd, Kungälvs kommun",139.0,20.0,7.0,751.0,5475000.0
8 december 2020,Byvägen 42,"Kode, Kungälvs kommun",54.0,20.0,None,1521.0,1750000.0
4 december 2020,Källeröd 193,"Kareby, Kungälvs kommun",126.0,20.0,6.0,1163.0,4495000.0
2 december 2020,Ulvesund 415,"Ytterby, Kungälvs kommun",48.0,20.0,3.0,791.0,2060000.0
2 december 2020,Bollestad 130,"Kareby, Kungälvs kommun",145.0,55.0,6.0,1554.0,3975000.0
1 december 2020,Klockarvägen 6,"Bohuslän, Kungälvs kommun",137.0,55.0,5.0,561.0,4450000.0
1 december 2020,Västerhöjdsvägen 36,"Kärna, Kungälvs kommun",107.0,55.0,4.0,258.0,4425000.0
30 november 2020,Sjöstigen 7,"Kungälv, Kungälvs kommun",115.0,55.0,5.0,289.0,3400000.0
30 november 2020,Alekärr 125,"Romelanda, Kungälvs kommun",120.0,55.0,4.0,1950.0,5600000.0
30 november 2020,Rörmossevägen 170,"Kungälv, Kungälvs kommun",214.0,55.0,8.0,2864.0,4950000.0
29 november 2020,Kroken 210,"Bohuslän, Kungälvs kommun",139.0,39.0,6.0,1447.0,5500000.0
28 november 2020,Mellan-Restad 355,"Bohuslän, Kungälvs kommun",70.0,15.0,4.0,851.0,4160000.0
24 november 2020,Lönnvägen 1,"Ytterby, Kungälvs kommun",137.0,15.0,6.0,630.0,4800000.0
24 november 2020,Hammarberg 900,"Kode, Kungälvs kommun",75.0,15.0,4.0,1106.0,2575000.0
23 november 2020,Brunnefjällsvägen 27,"Vedhall, Kungälvs kommun",60.0,15.0,4.0,1571.0,2300000.0
22 november 2020,Onyxvägen 5,"Kode, Kungälvs kommun",155.0,15.0,5.0,532.0,5100000.0
20 november 2020,Olgas väg 1C,"Timmervik, Kungälvs kommun",140.0,15.0,5.0,1342.0,5525000.0
19 november 2020,Ametistvägen 1,"Kode, Kungälvs kommun",98.0,92.0,5.0,936.0,4135000.0
18 november 2020,Ställets bygata 98,"Ytterby - Stället, Kungälvs kommun",163.0,92.0,6.0,632.0,5850000.0
13 november 2020,Barlinds väg 23,"Marstrand - Instön, Kungälvs kommun",114.0,5.0,5.0,1340.0,7000000.0
29 september 2022,Norrmannebo 110,"Romelanda, Kungälvs kommun",99.0,5.0,3.0,1720.0,2100000.0
29 september 2022,Heden 220,"Bohuslän, Kungälvs kommun",123.0,77.0,5.0,3342.0,4750000.0
